pipeline_observation_number,source_row_index,source_timestamp,entity_id,open,high,low,close,volume,physical_row,status,observation_id,emission_id,source_delta_t_seconds,decision_rule_path,H,Q_G,Q_S,Q_R,C,path_direction,terminal_displacement,strength,coherence,persistence,uncertainty,reversal_propensity,position_decision,position_state_before,position_state_after,prior_context_count,adaptation_event_delta,feedback_event_delta
11,10,2022-09-30 04:16:00,AAPL,143.23,143.39,143.23,143.39,3168,12,INITIALIZING,bfc67885b8d9e11bef912ce0c74ad51b06500424249fc488e42183479d2f68fd,84b556faf75e5b713cdb70a8eb70b795c61799c49b2f9b073a50be98664e6d85,60.0,INITIALIZATION_NON_ACTIONABLE,1,1.0,0.7564558573195924,0.5750345401929036,0.4349882460900005,UPWARD,0.30806950191144933,0.9068823877903173,0.9999999938940238,0.47730919960116125,0.28838419471155036,0.5353325207822909,,FLAT,FLAT,10,0,0
12,11,2022-09-30 04:17:00,AAPL,143.35,143.35,143.35,143.35,100,13,INITIALIZING,1d12228a949657e136c93c9346e446eba97d0c26a9a45c66232857282edc804a,a2fd276c691d24be254b898d8b97cd220c0fffbcbb1ab5ca88bd3a64dc03277b,60.0,INITIALIZATION_NON_ACTIONABLE,1,1.0,0.5857531714863329,0.5384118967423758,0.3153764760828186,DOWNWARD,-0.1425058482510559,0.6643419344203889,0.7922504369937127,0.38184735968092903,0.33955715408669734,0.5610712231232547,,FLAT,FLAT,11,0,0
13,12,2022-09-30 04:18:00,AAPL,143.34,143.35,143.29,143.33,1298,14,INITIALIZING,a820545d2c107d4e26eff70ed151e9f736cce2fff8764cc39925c837ea1f4699,2c9494b1b39f54463a0fd4984dff4e58fca0ebbf5a834b223bcbe3f43c5fa39f,60.0,INITIALIZATION_NON_ACTIONABLE,1,1.0,0.6743603718923067,0.4056579781254523,0.2735596649897612,DOWNWARD,-0.01647314579015287,0.824727559291264,0.8739548976723285,0.42547749793727735,0.29286550829707797,0.767288405320832,,FLAT,FLAT,12,0,0
14,13,2022-09-30 04:19:00,AAPL,143.33,143.33,143.31,143.31,950,15,INITIALIZING,868bd2339ef563abedce4674ce161c407d4c1241769582a81a294a1411800367,959f6013d48b78fb21724d20a2fbee4fea9a37f0b9f8492dcca463d02d63f25c,60.0,INITIALIZATION_NON_ACTIONABLE,1,1.0,0.7017699528649641,0.6806070267937718,0.4776295611126286,DOWNWARD,-0.03354626494064465,0.796324699487462,0.8031437098536668,0.540381981597817,0.3011650405501704,0.3371454609458275,,FLAT,FLAT,13,0,0
15,14,2022-09-30 04:20:00,AAPL,143.31,143.35,143.2,143.31,2765,16,INITIALIZING,4b2b564935404e7a5826ad8f92919d2a5ce490783cd93555c0f37f4b543fe960,ad4a44083df82a8c77fb0b2deff1feeb581f15c63108eddbe61f2336b57379f1,60.0,INITIALIZATION_NON_ACTIONABLE,1,1.0,0.6907338209690833,0.5641535257368198,0.3896799204453736,UPWARD,0.017292139815332286,0.8800092064942483,0.8662716495928431,0.43230558527825363,0.29469641490059545,0.548748641967518,,FLAT,FLAT,14,10,0
16,15,2022-09-30 04:21:00,AAPL,143.3,143.3,143.3,143.3,2000,17,ACTIONABLE,fccc45a78edcbdafb0f35408ee2abcee36e4cfa11ed4db2b1b6327a7be0cef77,54b5ac1801cc6310313b2453be7f411e7c047ab434be2f01fa51c9a7447c8b53,60.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.622939963361372,0.6647968491752531,0.4141285248679877,DOWNWARD,-0.02376970532364822,0.8483213184886548,0.8239433717305438,0.34584446822260295,0.2998249374926073,0.36879378552749026,SELL,FLAT,SHORT,15,7,2
17,16,2022-09-30 04:24:00,AAPL,143.3,143.3,143.3,143.3,835,18,ACTIONABLE,3d574f69dc96d39eef957a73eebbbe790361292d47c692cfefe3108de0c14de2,bb1d616e0bcaa3674572e0e1cf1437f901a8080ed98576206198592d80999cce,180.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5436301449965831,0.5366916078133216,0.29176173657400534,UPWARD,0.0022921335777583984,0.7674094256081181,0.7566806760196692,0.2766755745780824,0.31524788720401103,0.5793545189351398,HOLD,SHORT,SHORT,15,4,2
18,17,2022-09-30 04:25:00,AAPL,143.35,143.49,143.35,143.35,720,19,ACTIONABLE,3b9e31614c79a98ba9c7df56c46fe006c53e31e81988187748d8915e34f76ce7,d3936d0c4fc23546c9ee586b4ced2accb764cb722fdac811441db16c53d1196d,60.0,UPWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.6317170036186072,0.5585887060360851,0.3528699836323107,UPWARD,0.12932442502960334,0.7861670917827962,0.9394350942368629,0.34133911610485695,0.29096750092361245,0.559933651958805,BUY,SHORT,LONG,15,5,2
19,18,2022-09-30 04:26:00,AAPL,143.34,143.34,143.34,143.34,100,20,ACTIONABLE,7688d8dd516811df5ed38c336395a7718daf65ece6a837c5cdc6dcdb83716add,aab05288301963e9b8eb63f56309ed5dde5653061119dbe93c979f1db53432bc,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5215218849735967,0.6495469884461857,0.3387529697933779,DOWNWARD,-0.05322033637114313,0.6604127738193061,0.7865495769291425,0.2730712928838856,0.319631717732736,0.3798780731025127,HOLD,LONG,LONG,15,4,2
20,19,2022-09-30 04:27:00,AAPL,143.3,143.3,143.3,143.3,200,21,ACTIONABLE,c9caf5620802afe926e208f82d4323aee346531081d15ef5e85724a91551748d,09c99bc6d8844edde9487a9c3b8a9c823c82840e3af37be0ea4924ac03d19da1,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5388789813066953,0.6439973587116162,0.3470366406267182,DOWNWARD,-0.09447561658889175,0.6379527727056736,0.5861857557816237,0.4184561386313283,0.34787838959428447,0.36402567955152804,HOLD,LONG,LONG,15,4,2
21,20,2022-09-30 04:30:00,AAPL,143.3,143.3,143.22,143.22,632,22,ACTIONABLE,45ba4653a2733765f550da650ce0d0465ff2f67c29699c9426c73aa2a274b918,ec60219907140169993c49662d08e9be648c853842e51ac9742150bbbc03d371,180.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5212035438151127,0.37125810740305276,0.19350104124856282,DOWNWARD,-0.046859101297101136,0.6820439578074767,0.45648118748480837,0.4547647875339657,0.37302671518760105,0.7801619532262232,HOLD,LONG,LONG,15,2,2
22,21,2022-09-30 04:32:00,AAPL,143.3,143.3,143.3,143.3,100,23,ACTIONABLE,e9cc5c77db7283fdf7d58ab1f957c539bb5dd822709542e7def9785cd1cade05,395de1879328035061a38be508b667ae2fdd7868e02a90e148100d0552fc680f,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.4863077270624964,0.5098703157688023,0.24795387435816355,UPWARD,0.09177712081585948,0.5837776449160716,0.5415134321198062,0.3638118300271726,0.38834164828260487,0.5749788453435666,HOLD,LONG,LONG,15,5,2
23,22,2022-09-30 04:33:00,AAPL,143.24,143.24,143.23,143.23,1121,24,ACTIONABLE,e37a50465ea0427a6fadcf99561b22a4b8b96d501afe46ad5883282713a9e1d6,18973c6a51c21dc3cd71dfddd5664a5889d46b95da8289e572c0bcd714f56e94,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5014725411664592,0.6125205363130923,0.3071622298615689,DOWNWARD,-0.2135029633535856,0.7536295562190444,0.5749323506178924,0.2910494640217381,0.37824754630282187,0.3965743035281872,HOLD,LONG,LONG,15,6,2
24,23,2022-09-30 04:36:00,AAPL,143.24,143.24,143.1,143.2,6283,25,ACTIONABLE,6c263120fb486fd87f1e5a423c535c047541e0fa910db923612256798f8dfe81,a8f298eab5927496d0f859a56d5ebb280d5d62b528cc7206db9d3953d895973f,180.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,0.2895059266790442,0.602624094680593,0.3582911195289055,0.06250863207339492,DOWNWARD,-0.0016021134130274617,0.9015768924654803,0.6879553177009895,0.3528389102057429,0.37653843784322844,0.7940971278338459,HOLD,LONG,LONG,15,6,2
25,24,2022-09-30 04:37:00,AAPL,143.2,143.24,143.19,143.24,7075,26,ACTIONABLE,4e56115dd499fe83bf95a5c86246face99832d2c639297013eb147e3bed2a44d,7a33b32c630c7d02d8399dab0270df82ef5cdd190c792c4d6b3fa368eeecb539,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.580115784218473,0.5287154162110024,0.30671615830364196,UPWARD,0.14970771743729935,0.9029655690736399,0.7659605408030213,0.2822711281645943,0.3250279380181516,0.5858495379521487,HOLD,LONG,LONG,15,2,2
26,25,2022-09-30 04:38:00,AAPL,143.02,143.02,143.02,143.02,120,27,ACTIONABLE,70c9d9afa986b34dd28c987cb61e4b721922efd571a0a45a3fdd476a4998a4b9,2989899e949472301b83d20ccf295ee74a098cf9a67d94a60b58ebc551e2fb6e,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.3513316954586891,0.5326210236498925,0.18712664727585926,DOWNWARD,-0.45276894815131963,0.5488598154075357,0.3498920809999135,0.22581690253167547,0.4852496796900252,0.4488878517588325,HOLD,LONG,LONG,15,5,2
27,26,2022-09-30 04:39:00,AAPL,143.15,143.19,143.15,143.19,1651,28,ACTIONABLE,0221c5a024076e68113707537c597a625350370364d5edec0c6b3a8d5db3b513,d8b46b547772a0cfdd26d08f27675fef4c2290a5c0fda440cb84beae37c0364b,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.40830711107740414,0.4268314891984728,0.17427833227149467,UPWARD,0.48182497761686266,0.7228102636555122,0.5213028355580789,0.18065352202534038,0.5040666954270527,0.6326418925862072,HOLD,LONG,LONG,15,5,2
28,27,2022-09-30 04:40:00,AAPL,143.21,143.21,143.2,143.2,5244,29,ACTIONABLE,d6d714bedad475f7154b6df5aefada42bdd44bdb4899e4628aade4959583aaa5,6730ac65e28d8c60a2baab88a49b0aa2685bfb278d310f357e5d37851763ad4d,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5848987065041515,0.47456156260970966,0.2775704441270081,DOWNWARD,-0.13116232567531377,0.849752947483186,0.6835007215564856,0.34451673738091426,0.38429400578780626,0.634226921901698,HOLD,LONG,LONG,15,1,2
29,28,2022-09-30 04:41:00,AAPL,143.2,143.29,143.2,143.2,5018,30,ACTIONABLE,803b899b242bf24e89cd4396b1487869b4fa150bab04c7d452ad1c9a7000560d,4c5a4d850f8126e4348b708dac5e310a0bab3528de8b9fe8e7f43a2cf90fcf58,60.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.6491405201416589,0.5159962242678936,0.33495405741239254,DOWNWARD,-0.009646038221923225,0.8535133846092924,0.6738327415435605,0.4756129947551221,0.32713590214065064,0.604300327055973,SELL,LONG,SHORT,15,3,2
30,29,2022-09-30 04:42:00,AAPL,143.2,143.3,143.2,143.3,2243,31,ACTIONABLE,aaf2156449560123fd84e5bb301c8c106f1ea9a78e09b5971101faeb2ed1e58b,c38a39417cb7b9332dd5a6ab2caa8f16ce705d267eec820541a213d6efaa099b,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.7492470209125776,0.5682244448465968,0.42574047251101593,UPWARD,0.4633284080081241,0.8403939974100645,0.9999999910685874,0.5004862339751005,0.3075765715162722,0.5336971476712374,HOLD,SHORT,SHORT,15,3,2
31,30,2022-09-30 04:43:00,AAPL,143.3,143.3,143.3,143.3,200,32,ACTIONABLE,4e26081b69274e5c06d4f9d97eed3589a5da59bbed98156446ec80f79c26c857,4ecdfa8c267332d6332c8dd3198b0fd8dc0959b843cfd5896ddf0c6e3aadbef6,60.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.6592957225446903,0.5571997965503676,0.367359442468429,DOWNWARD,-0.12169112893479718,0.7159593238226245,0.9997014027187774,0.4003889871800804,0.3082413472710374,0.5511850671459303,SELL,SHORT,SHORT,15,1,2
32,31,2022-09-30 04:44:00,AAPL,143.3,143.32,143.3,143.32,1000,33,ACTIONABLE,d206415ca25c6a17c7543e552dc55707ac38fe4426a3a910323d7109e170a872,ad0c07f3f788e0219e0c2ac5f2c4e63e005b3a54de09adce723c773e87ee16c2,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6331683300804759,0.6761652347461468,0.42812641254269074,UPWARD,0.08995484619744125,0.7924747740463518,0.999999988697015,0.32031118974406436,0.27732717967042797,0.36734935669670293,HOLD,SHORT,SHORT,15,4,2
33,32,2022-09-30 04:46:00,AAPL,143.32,143.34,143.3,143.34,3921,34,ACTIONABLE,9e22b51ca3bdfe034d1a916d7990fe355659993c8d20ff707df49cf8b37ed3c2,1f6666b37e71f25d946ba82f9c2fc8eff3a63a55c69e376462f4545fe2dc4303,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6930524685704577,0.40441402993451225,0.2802801417706407,UPWARD,0.026760305316544664,0.8847597096982742,0.9999953189673279,0.37624872751062116,0.2765174493235761,0.773939665227641,HOLD,SHORT,SHORT,15,2,2
34,33,2022-09-30 04:49:00,AAPL,143.34,143.34,143.34,143.34,100,35,ACTIONABLE,2d884f8055bd5d3b072b864376f870661060560e9b309f7f18facba3814dadd4,e97dee95856da82a13464fdf2add25311e83fc340576ca7ac2a3b652b9893dd0,180.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.5958474800914343,0.5553794566599581,0.330921449745386,DOWNWARD,-0.00464007663311336,0.7028363965676021,0.9999678811922971,0.30099898200849695,0.28103267786549074,0.570986981766879,SELL,SHORT,SHORT,15,1,2
35,34,2022-09-30 04:50:00,AAPL,143.3,143.3,143.3,143.3,100,36,ACTIONABLE,25f486cc6fd1694676a590804f9413a985c90d89cbd79fe965cfd471abce5d85,a275c61e636be4d1582be7b09fa604e4b6710203cecae003b1a3f0187074723f,60.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.607526942584446,0.5549398537077137,0.337140912641307,DOWNWARD,-0.19156776034837944,0.6832280607011829,0.9096366740435321,0.36079704496139486,0.3034877123728903,0.5578567001562941,SELL,SHORT,SHORT,15,1,2
36,35,2022-09-30 04:52:00,AAPL,143.37,143.4,143.37,143.4,545,37,ACTIONABLE,809ed0b327487ec62b1f35ac7e394c4abb55823e26ba4cc08fe67d0522d0852c,eb40387c7d5fb2c5432db33b2c276d83722a92ea7a9912587e4414deb5c24c02,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6034945718126423,0.5088952893262333,0.3071155447294059,UPWARD,0.2174436155699075,0.761495164242459,0.9999999903660591,0.2886376359691159,0.3585647864803903,0.596257876025521,HOLD,SHORT,SHORT,15,5,2
37,36,2022-09-30 04:53:00,AAPL,143.47,143.5,143.43,143.5,2756,38,ACTIONABLE,b7b1344214312237c86bec8aacd4faa7d8bf219dccb6551e5285d6cdfa3cc8bc,e64246d43e609c50891dd65051e15c95e68dbc0f52292bed97c679ca1b411582,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.7172817626598701,0.6598025618830594,0.47326434459497885,UPWARD,0.48216007775899017,0.856417102752173,0.9999999950699517,0.43090748383733535,0.2929505530154042,0.3842871633319684,HOLD,SHORT,SHORT,15,4,2
38,37,2022-09-30 04:55:00,AAPL,143.45,143.45,143.45,143.45,100,39,ACTIONABLE,9977435e83ea7baa534f0030cc106a586818911c632accadfd1ec3349a54e99e,4f3521a806680c647e360875af129aaaca1054e1800357c96e0a8030e76da4cd,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6214499608969953,0.4895079639965283,0.30420470508441033,DOWNWARD,-0.16153265066769473,0.6992029269823108,0.9957291782367572,0.3447259870698683,0.40013171516626284,0.6005488990263249,HOLD,SHORT,SHORT,15,2,2
39,38,2022-09-30 04:57:00,AAPL,143.47,143.5,143.47,143.5,528,40,ACTIONABLE,4daa31e6283d5fd645c95078e6237a2cf931cb2989088d988b02b033dcb78ed1,fada0fd15f759bcf491ecca4657750cd5c204a8c8f24d8ea486a4a9d3482ff3b,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.5891606905578797,0.6321101202372472,0.3724144349476009,UPWARD,0.11364512426310869,0.7415446055830277,0.9999999927873947,0.27578078965589464,0.3200433602941389,0.41236958244985733,HOLD,SHORT,SHORT,15,7,2
40,39,2022-09-30 04:58:00,AAPL,143.58,143.58,143.57,143.57,481,41,ACTIONABLE,10ca2b76a8c5d92725412136f7ee9e71671debf06adc6dde44bb87cfb96a8f82,84fed165ae3d174bd39eaf6006ac709c38e4c5a676c7017f46fc71c6a890b26e,60.0,UPWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.6821519260323454,0.6551587356199187,0.4469177933600437,UPWARD,0.3157165735071523,0.7546593468421586,0.9999999938610926,0.4206223799344862,0.28946162965660927,0.39590458900671377,BUY,SHORT,LONG,15,2,2
41,40,2022-09-30 04:59:00,AAPL,143.54,143.54,143.54,143.54,100,42,ACTIONABLE,a3927cfc6432d38b3e64e4428b217195b6a34d8c0e7523560a5b19e5c4403844,bd2cbb326842446b520e42f6362c0d1a2f3afcd7bcbfe5b48d9a33804845cae4,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.616940901243971,0.516522126099282,0.31866362598814313,DOWNWARD,-0.28702690044205803,0.7012073414261261,0.9951805350268722,0.336497903947589,0.3253798916278389,0.6045254159501834,HOLD,LONG,LONG,15,1,2
42,41,2022-09-30 05:01:00,AAPL,143.41,143.41,143.41,143.41,100,43,ACTIONABLE,43861acc79c6a528f242bf23c5ffc0dafdaa34f916a89d8fe0021b975b4c0da6,fdba20ae1cf16b98f023ff3b84f4e6c05f812291ff2181823ed40c3fc514269e,120.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6421794168620688,0.5521236736053022,0.3545624587515962,DOWNWARD,-0.2821103809986295,0.691266822336382,0.9843587916249303,0.3891974683796236,0.30112977701529825,0.5638095014929727,HOLD,LONG,LONG,15,7,2
43,42,2022-09-30 05:02:00,AAPL,143.27,143.38,143.2,143.36,4778,44,ACTIONABLE,d85fff72b1c0c35ddf9d0ce3a5d21c78d0ee8e20f4bfe832b16629607cf4d09a,de9dfdc15b6678f59782099511f4f22c7c903393a49203f9c7771555feb79a24,60.0,DOWNWARD_AND_PRIOR_DIRECTION_AGREEMENT_AND_C_GE_PRIOR_MEDIAN,1,1.0,0.7720090839803773,0.552980741966779,0.42690615606456245,DOWNWARD,-0.21788990037975936,0.904112524101141,0.9952230206102475,0.5113571505064785,0.27710937326814944,0.5769931305257351,SELL,LONG,SHORT,15,4,2
44,43,2022-09-30 05:03:00,AAPL,143.38,143.41,143.38,143.38,1650,45,ACTIONABLE,95d9c0ad46392a5997de9da9261ae3730406086c1e30196fbae45d55f629c5b7,0dcb7b5d53b1e89f8aa2976364b0f8bb86da79b01751e85082c8bd728c836d1e,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.699495913785059,0.6641731907451114,0.46458643297179003,UPWARD,0.24132108303746008,0.8366450175614248,0.9999999912918132,0.40908572040518276,0.31140271895412114,0.3593845932203856,HOLD,SHORT,SHORT,15,5,2
45,44,2022-09-30 05:06:00,AAPL,143.4,143.4,143.4,143.4,200,46,ACTIONABLE,107bf80130c8f13e60ca8eef56922eae668367bb59518d2925e6d519c7949f20,0713a2b8ccfbd1133918d81055b869f2d2b01acf1a44385ab42654306b1af442,180.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6849296335145714,0.40465082604908026,0.27715734198716513,UPWARD,0.02197300252651732,0.7184157898984861,0.9999859511438051,0.4472682822310165,0.29100716770942486,0.7690494408904059,HOLD,SHORT,SHORT,15,4,2
46,45,2022-09-30 05:07:00,AAPL,143.35,143.4,143.35,143.4,3811,47,ACTIONABLE,d9a88139ecefc518c191334b060a856cdfd4bd63487236d0b5b48db9ee28eb3e,e65a57a884bb07ad6a593acf7d29852589344dc1af713319a49d397e2bc2dc8c,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6826698477553712,0.5633221917510116,0.3845630748798851,DOWNWARD,-0.019544385268470355,0.8891946411687952,0.9999475915071704,0.3578146257848132,0.27334815209681085,0.5632958305482199,HOLD,SHORT,SHORT,15,1,2
47,46,2022-09-30 05:08:00,AAPL,143.39,143.39,143.39,143.39,100,48,ACTIONABLE,87e5365c45908eca829c720f85dae5fa297baa4b17e8e16feffce165ab70458a,a96a166da60fc4adccecb3eee218e37b5811c2bf189c00309648bbba164b7413,60.0,AFFIRM_POSITION_STATE_TRANSITION_PREDICATE_NOT_SATISFIED,1,1.0,0.6581226914428993,0.5690287322105237,0.37449072075073064,DOWNWARD,-0.07584412270895209,0.7042466935842395,0.9963258375337973,0.4062509464268811,0.27629824213758225,0.5525868293625562,HOLD,SHORT,SHORT,15,4,2
